id,text,true_label,distilbert_pred,distilbert_confidence,distilbert_prob_label_1,distilbert_correct,text_length_words,text_length_chars,has_negation
410,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,1,1,0.9994256496429443,0.9994256496429443,1,27,180,0
411,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0,1,0.9809170961380005,0.9809170961380005,0,18,80,1
412,the movie 's accumulated force still feels like an ugly knot tightening in your stomach . ,0,0,0.9945648908615112,0.005435082130134106,1,16,90,1
413,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,0,0,0.9994109869003296,0.000589005823712796,1,18,93,0
414,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ",1,1,0.9997331500053406,0.9997331500053406,1,22,113,1
415,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",1,1,0.9998213648796082,0.9998213648796082,1,23,145,1
416,a giggle a minute . ,1,1,0.999188244342804,0.999188244342804,1,5,20,0
417,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . ",1,1,0.9998084902763367,0.9998084902763367,1,24,143,0
418,"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . ",1,1,0.9994781613349915,0.9994781613349915,1,33,208,1
419,i 'm just too bored to care . ,0,0,0.9994900226593018,0.0005099883419461548,1,8,30,0
420,"one of the more irritating cartoons you will see this , or any , year . ",0,0,0.999000608921051,0.0009993965504691005,1,16,72,0
421,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,1,1,0.9961645603179932,0.9961645603179932,1,22,109,1
422,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",1,1,0.7391691207885742,0.7391691207885742,1,32,151,1
423,i am sorry that i was unable to get the full brunt of the comedy . ,0,0,0.9982391595840454,0.0017608501948416233,1,16,67,0
424,a good piece of work more often than not . ,1,1,0.9998660087585449,0.9998660087585449,1,10,43,1
425,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1,1,0.9997000694274902,0.9997000694274902,1,19,104,1
426,"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1,1,0.9994603991508484,0.9994603991508484,1,34,193,0
427,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order ",1,1,0.9997732043266296,0.9997732043266296,1,29,196,1
428,"beautifully observed , miraculously unsentimental comedy-drama . ",1,1,0.9998844861984253,0.9998844861984253,1,7,65,0
429,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0,0,0.9996522665023804,0.00034775916719809175,1,20,124,1
430,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ",1,1,0.9998589754104614,0.9998589754104614,1,19,119,0
431,should have been someone else - ,0,0,0.9980643391609192,0.0019356700358912349,1,6,32,0
432,coughs and sputters on its own postmodern conceit . ,0,0,0.9991169571876526,0.0008830147562548518,1,9,52,0
433,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",1,1,0.9994704127311707,0.9994704127311707,1,26,123,1
434,almost gags on its own gore . ,0,0,0.9977701902389526,0.0022298297844827175,1,7,30,0
435,a marvel like none you 've seen . ,1,1,0.999835729598999,0.999835729598999,1,8,34,1
436,"trite , banal , cliched , mostly inoffensive . ",0,0,0.9995437264442444,0.0004561899695545435,1,9,47,1
437,"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch . ",1,1,0.9997889399528503,0.9997889399528503,1,28,166,0
438,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ",1,1,0.9996446371078491,0.9996446371078491,1,44,244,0
439,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,1,1,0.9998836517333984,0.9998836517333984,1,16,108,0
440,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,0,0.9735985398292542,0.026401398703455925,0,45,211,1
441,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ",0,0,0.9947879314422607,0.005212024785578251,1,27,148,1
442,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,0,0.8340821862220764,0.16591787338256836,1,21,131,1
443,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",1,1,0.9998687505722046,0.9998687505722046,1,20,109,0
444,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",0,0,0.9779460430145264,0.022053930908441544,1,35,179,1
445,"even in its most tedious scenes , russian ark is mesmerizing . ",1,1,0.9991680383682251,0.9991680383682251,1,12,63,0
446,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0,1,0.965116024017334,0.965116024017334,0,23,150,1
447,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",1,1,0.9964579939842224,0.9964579939842224,1,23,145,0
448,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,0,0.6097633242607117,0.39023664593696594,0,22,120,0
449,oh come on . ,0,1,0.9953924417495728,0.9953924417495728,0,4,13,0
450,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ",1,1,0.9997729659080505,0.9997729659080505,1,27,163,0
451,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,1,0.9996589422225952,0.9996589422225952,1,37,210,1
452,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ",0,0,0.9996610879898071,0.0003389366320334375,1,33,170,1
453,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ",1,1,0.9995261430740356,0.9995261430740356,1,33,161,0
454,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0,0,0.9763156175613403,0.02368437498807907,1,18,101,0
455,"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ",1,1,0.9998589754104614,0.9998589754104614,1,29,163,0
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,0,0.9985275268554688,0.0014724783832207322,1,22,141,0
457,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,1,0.9998868703842163,0.9998868703842163,1,19,110,0
458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ",1,1,0.9989068508148193,0.9989068508148193,1,30,183,0
459,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ",1,1,0.999813973903656,0.999813973903656,1,43,215,1
460,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",1,1,0.9996434450149536,0.9996434450149536,1,34,176,0
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,0,0.9996286630630493,0.00037135675665922463,1,20,90,0
462,"yes , dull . ",0,0,0.9996275901794434,0.00037235746276564896,1,4,13,0
463,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0,0,0.9994235038757324,0.0005765010719187558,1,25,117,1
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,0,0.5683314204216003,0.43166854977607727,0,16,108,0
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,0,0.9982308745384216,0.0017691414104774594,1,26,148,1
466,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",1,1,0.9995800852775574,0.9995800852775574,1,27,135,1
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,1,0.9994320273399353,0.9994320273399353,1,34,183,0
468,the characters are interesting and often very creatively constructed from figure to backstory . ,1,1,0.9996757507324219,0.9996757507324219,1,14,96,0
469,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0,0,0.9994811415672302,0.0005188446957617998,1,14,88,0
470,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,1,1,0.9998111128807068,0.9998111128807068,1,12,79,0
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,0,0.9993791580200195,0.0006207798141986132,1,17,107,0
472,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,1,1,0.99835604429245,0.99835604429245,1,28,145,0
473,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,1,0.9996986389160156,0.9996986389160156,1,30,167,0
474,the problem with this film is that it lacks focus . ,0,0,0.999670147895813,0.00032992116757668555,1,11,52,0
475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1,1,0.9998043179512024,0.9998043179512024,1,32,171,0
476,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0,0,0.9991527795791626,0.0008472189074382186,1,22,130,0
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,0,0.7817069292068481,0.21829310059547424,1,26,130,0
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,0,0,0.9896060228347778,0.010393982753157616,1,10,69,0
479,it 's a stunning lyrical work of considerable force and truth . ,1,1,0.9998781681060791,0.9998781681060791,1,12,64,0
480,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ",1,1,0.9996716976165771,0.9996716976165771,1,29,134,1
481,funny but perilously slight . ,1,1,0.998731791973114,0.998731791973114,1,5,30,1
482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,1,1,0.9995304346084595,0.9995304346084595,1,32,187,1
483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,1,0.9998133778572083,0.9998133778572083,1,33,169,1
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,1,0.999704897403717,0.999704897403717,1,21,128,1
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,1,0.9997785687446594,0.9997785687446594,1,17,104,0
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,0,0.9993010759353638,0.0006989669636823237,1,23,101,1
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,0,0.9982531666755676,0.001746773486956954,1,18,83,0
488,"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",1,1,0.999830961227417,0.999830961227417,1,30,154,0
489,"it 's dumb , but more importantly , it 's just not scary . ",0,0,0.9949947595596313,0.005005218554288149,1,14,59,1
490,detox is ultimately a pointless endeavor . ,0,0,0.9996742010116577,0.0003257773059885949,1,7,43,0
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,0,0.9943187832832336,0.005681288428604603,1,30,164,1
492,an exquisitely crafted and acted tale . ,1,1,0.9998770952224731,0.9998770952224731,1,7,40,0
493,this is so bad . ,0,0,0.9996064305305481,0.00039361798553727567,1,5,17,0
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,1,0.9992902278900146,0.9992902278900146,0,29,145,1
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,1,0.9952423572540283,0.9952423572540283,1,19,115,0
496,"it 's about following your dreams , no matter what your parents think . ",1,0,0.8661098480224609,0.13389015197753906,0,14,72,1
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,0,0.9911187291145325,0.008881271816790104,1,19,108,0
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,1,0.9997817873954773,0.9997817873954773,1,18,104,0
499,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,1,0.9955015778541565,0.9955015778541565,1,29,176,0
500,a sequel that 's much too big for its britches . ,0,0,0.9994531273841858,0.0005468784365803003,1,11,49,0
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,0,0.9864078760147095,0.013592112809419632,0,22,107,1
502,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0,0,0.9996894598007202,0.00031056193984113634,1,14,106,1
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,0,0.9987630844116211,0.0012369798496365547,1,15,82,1
504,"the film is powerful , accessible and funny . ",1,1,0.9998960494995117,0.9998960494995117,1,9,46,0
505,and that 's a big part of why we go to the movies . ,1,1,0.9860250353813171,0.9860250353813171,1,14,52,0
506,"crackerjack entertainment -- nonstop romance , music , suspense and action . ",1,1,0.9997503161430359,0.9997503161430359,1,12,77,1
507,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,1,0.9994266033172607,0.9994266033172607,1,14,73,1
508,"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ",1,1,0.9998757839202881,0.9998757839202881,1,23,125,1
509,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,1,0,0.8253880143165588,0.17461197078227997,0,22,127,1
510,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",1,1,0.9994221925735474,0.9994221925735474,1,21,128,1
511,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,1,1,0.999702513217926,0.999702513217926,1,22,126,0
512,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0,0,0.9988515377044678,0.001148396055214107,1,25,124,0
513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,0,0.6870265603065491,0.3129734396934509,1,31,183,1
514,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,1,0.9995759129524231,0.9995759129524231,1,31,181,1
515,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0,0,0.9962363839149475,0.003763641696423292,1,16,85,1
516,plays like a volatile and overlong w magazine fashion spread . ,0,0,0.9993841648101807,0.0006157922325655818,1,11,63,0
517,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1,1,0.7536758184432983,0.7536758184432983,1,21,130,1
518,michael gerbosi 's script is economically packed with telling scenes . ,1,1,0.998791515827179,0.998791515827179,1,11,71,1
519,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0,1,0.9994816184043884,0.9994816184043884,0,15,87,0
520,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,1,1,0.9996923208236694,0.9996923208236694,1,32,170,0
521,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,0,0.9991900324821472,0.0008099233382381499,1,20,109,0
522,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0,0,0.9996160268783569,0.0003839202399831265,1,21,114,1
523,a romantic comedy enriched by a sharp eye for manners and mores . ,1,1,0.9997989535331726,0.9997989535331726,1,13,66,0
524,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,1,1,0.9990611672401428,0.9990611672401428,1,31,189,1
525,rare birds has more than enough charm to make it memorable . ,1,1,0.9997643828392029,0.9997643828392029,1,12,61,1
526,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,0,0.9989055395126343,0.0010944074019789696,1,17,88,0
527,it has all the excitement of eating oatmeal . ,0,0,0.9886626601219177,0.011337332427501678,1,9,46,0
528,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ",1,1,0.9989997744560242,0.9989997744560242,1,16,82,0
529,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,0,0.9991853833198547,0.0008145789615809917,1,27,159,0
530,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,1,1,0.9998760223388672,0.9998760223388672,1,22,115,0
531,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0,0,0.9993040561676025,0.0006959065212868154,1,35,174,1
532,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,1,0.9979425072669983,0.9979425072669983,1,22,139,1
533,"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,1,0.9994328618049622,0.9994328618049622,1,25,118,0
534,i just loved every minute of this film . ,1,1,0.9998413324356079,0.9998413324356079,1,9,41,0
535,"a quiet , pure , elliptical film ",1,1,0.9996230602264404,0.9996230602264404,1,7,33,0
536,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0,0,0.9996178150177002,0.0003821251739282161,1,21,129,0
537,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",1,1,0.9998310804367065,0.9998310804367065,1,24,139,1
538,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ",0,0,0.9996795654296875,0.00032042840030044317,1,22,103,1
539,do not see this film . ,0,0,0.9977411031723022,0.0022589638829231262,1,6,23,1
540,binoche makes it interesting trying to find out . ,1,1,0.9995504021644592,0.9995504021644592,1,9,50,1
541,the most compelling wiseman epic of recent years . ,1,1,0.9998738765716553,0.9998738765716553,1,9,51,0
542,there 's no emotional pulse to solaris . ,0,0,0.998914361000061,0.0010856336448341608,1,8,41,1
543,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",0,0,0.9967052340507507,0.0032947624567896128,1,30,168,0
544,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,1,0.9998235106468201,0.9998235106468201,0,21,114,1
545,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ",0,0,0.9996775388717651,0.0003224168031010777,1,19,98,0
546,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1,0,0.9975935816764832,0.00240645045414567,0,30,169,1
547,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",0,0,0.9992569088935852,0.0007430347613990307,1,28,140,0
548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,0,0.9977502226829529,0.0022497987374663353,1,22,100,1
549,a coarse and stupid gross-out . ,0,0,0.9996856451034546,0.00031437413417734206,1,6,32,0
550,... nothing scary here except for some awful acting and lame special effects . ,0,0,0.9996527433395386,0.00034725325531326234,1,14,79,1
551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,0,0.9988734126091003,0.0011265692301094532,1,23,122,1
552,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,0,0,0.9989721775054932,0.0010277817491441965,1,21,126,1
553,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ",1,1,0.9997890591621399,0.9997890591621399,1,22,98,1
554,it treats women like idiots . ,0,0,0.9994902610778809,0.0005097339162603021,1,6,30,0
555,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0,0,0.9992214441299438,0.0007786001078784466,1,31,173,0
556,but it 's too long and too convoluted and it ends in a muddle . ,0,0,0.9996402263641357,0.00035978961386717856,1,15,64,1
557,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,1,0.9998501539230347,0.9998501539230347,1,26,158,0
558,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ",1,1,0.9990335702896118,0.9990335702896118,1,29,179,1
559,"if the first men in black was money , the second is small change . ",0,0,0.9971779584884644,0.0028219926171004772,1,15,67,0
560,do n't be fooled by the impressive cast list - eye see you is pure junk . ,0,0,0.9907298684120178,0.009270151145756245,1,17,74,1
561,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1,0,0.9949514865875244,0.005048524588346481,0,32,176,1
562,scorsese does n't give us a character worth giving a damn about . ,0,0,0.9993084669113159,0.0006915325648151338,1,13,66,1
563,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ",1,1,0.9997319579124451,0.9997319579124451,1,17,91,1
564,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,0,0,0.9993990659713745,0.0006009319913573563,1,16,93,1
565,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,1,1,0.9998881816864014,0.9998881816864014,1,17,111,0
566,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,0,0,0.9994433522224426,0.0005566754261963069,1,17,90,1
567,"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",1,1,0.9996978044509888,0.9996978044509888,1,20,122,1
568,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,0,0.9980698227882385,0.0019301525317132473,1,36,184,1
569,"one of those energetic surprises , an original that pleases almost everyone who sees it . ",1,1,0.9998773336410522,0.9998773336410522,1,16,90,0
570,"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ",1,1,0.9997442364692688,0.9997442364692688,1,26,138,0
571,"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ",0,0,0.9978991746902466,0.002100851386785507,1,32,163,1
572,the film 's tone and pacing are off almost from the get-go . ,0,0,0.9991002082824707,0.0008997743134386837,1,13,61,0
573,lovely and poignant . ,1,1,0.9998899698257446,0.9998899698257446,1,4,22,0
574,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",0,0,0.99904865026474,0.0009513611439615488,1,15,78,0
575,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",0,0,0.9979903697967529,0.002009596908465028,1,34,172,1
576,"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ",0,0,0.9996554851531982,0.00034451912506483495,1,22,113,0
577,"though only 60 minutes long , the film is packed with information and impressions . ",1,1,0.999627947807312,0.999627947807312,1,15,84,0
578,just not campy enough ,0,0,0.9968953132629395,0.003104614792391658,1,4,22,1
579,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0,1,0.9166322946548462,0.9166322946548462,0,18,110,0
580,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0,1,0.9722322821617126,0.9722322821617126,0,27,132,1
581,"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0,0,0.9996088147163391,0.00039116409607231617,1,24,111,1
582,"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",0,0,0.9949106574058533,0.005089343059808016,1,41,228,0
583,it 's just filler . ,0,0,0.9956912398338318,0.004308798350393772,1,5,20,0
584,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,0,0.9989219903945923,0.0010780786396935582,1,21,128,0
585,"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ",0,0,0.9995986819267273,0.00040137412725016475,1,18,107,0
586,"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ",0,0,0.9994414448738098,0.0005585658946074545,1,23,110,1
587,director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,0,0,0.9980378746986389,0.001962152775377035,1,17,93,0
588,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ",1,1,0.9983615279197693,0.9983615279197693,1,30,130,1
589,if your taste runs to ` difficult ' films you absolutely ca n't miss it . ,1,1,0.9988064765930176,0.9988064765930176,1,16,74,1
590,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ",0,0,0.9993937015533447,0.0006062898319214582,1,25,137,0
591,i got a headache watching this meaningless downer . ,0,0,0.9996486902236938,0.00035134697100147605,1,9,52,0
592,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0,0,0.9994238615036011,0.000576217018533498,1,23,137,1
593,the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . ,1,1,0.999675989151001,0.999675989151001,1,18,121,1
594,"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . ",1,1,0.9997789263725281,0.9997789263725281,1,30,189,0
595,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ",0,0,0.9878169894218445,0.012183005921542645,1,26,136,1
596,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,0,0.9970380067825317,0.0029619806446135044,1,18,101,1
597,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0,0,0.9781486988067627,0.02185129188001156,1,26,167,1
598,"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ",0,0,0.9997138381004333,0.00028608902357518673,1,20,104,1
599,big fat waste of time . ,0,0,0.9996839761734009,0.00031605944968760014,1,6,24,0
600,"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0,0,0.9984851479530334,0.001514859264716506,1,21,130,0
601,fancy a real downer ? ,0,0,0.9851282238960266,0.014871742576360703,1,5,22,0
602,"instead , he shows them the respect they are due . ",1,1,0.9983443021774292,0.9983443021774292,1,11,51,0
603,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ",1,1,0.9998617172241211,0.9998617172241211,1,17,117,0
604,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,0,1,0.9933754801750183,0.9933754801750183,0,22,115,0
605,puts a human face on a land most westerners are unfamiliar with . ,1,1,0.9982713460922241,0.9982713460922241,1,13,66,0
606,makes for a pretty unpleasant viewing experience . ,0,0,0.9996225833892822,0.0003773665230255574,1,8,51,0
607,ahhhh ... revenge is sweet ! ,1,1,0.9978208541870117,0.9978208541870117,1,6,29,0
608,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . ",1,1,0.9977871179580688,0.9977871179580688,1,24,134,1
