id,text,true_label,bert_pred,bert_confidence,bert_prob_label_1,bert_correct,text_length_words,text_length_chars,has_negation
411,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0,1,0.5233734250068665,0.5233734250068665,0,18,80,1
412,the movie 's accumulated force still feels like an ugly knot tightening in your stomach . ,0,0,0.9941259622573853,0.0058740475215017796,1,16,90,1
413,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,0,0,0.9991689920425415,0.000831053766887635,1,18,93,0
414,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ",1,1,0.9996849298477173,0.9996849298477173,1,22,113,1
415,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",1,1,0.9997547268867493,0.9997547268867493,1,23,145,1
416,a giggle a minute . ,1,1,0.9931498169898987,0.9931498169898987,1,5,20,0
417,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . ",1,1,0.9995948672294617,0.9995948672294617,1,24,143,0
418,"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . ",1,1,0.9970847964286804,0.9970847964286804,1,33,208,1
419,i 'm just too bored to care . ,0,0,0.9990561604499817,0.0009438585257157683,1,8,30,0
420,"one of the more irritating cartoons you will see this , or any , year . ",0,0,0.9977002739906311,0.0022997020278126,1,16,72,0
421,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,1,1,0.9987357258796692,0.9987357258796692,1,22,109,1
422,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",1,0,0.6738192439079285,0.32618075609207153,0,32,151,1
423,i am sorry that i was unable to get the full brunt of the comedy . ,0,0,0.9789137840270996,0.0210861898958683,1,16,67,0
424,a good piece of work more often than not . ,1,1,0.9997492432594299,0.9997492432594299,1,10,43,1
425,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1,1,0.999164342880249,0.999164342880249,1,19,104,1
426,"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1,1,0.9993901252746582,0.9993901252746582,1,34,193,0
427,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order ",1,1,0.9998014569282532,0.9998014569282532,1,29,196,1
428,"beautifully observed , miraculously unsentimental comedy-drama . ",1,1,0.9997839331626892,0.9997839331626892,1,7,65,0
429,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0,0,0.9995619654655457,0.0004379724559839815,1,20,124,1
430,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ",1,1,0.9998111128807068,0.9998111128807068,1,19,119,0
431,should have been someone else - ,0,0,0.9975466132164001,0.0024534210097044706,1,6,32,0
432,coughs and sputters on its own postmodern conceit . ,0,0,0.9982489347457886,0.0017511352198198438,1,9,52,0
433,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",1,1,0.9991530179977417,0.9991530179977417,1,26,123,1
434,almost gags on its own gore . ,0,0,0.998439610004425,0.0015604270156472921,1,7,30,0
435,a marvel like none you 've seen . ,1,1,0.999724805355072,0.999724805355072,1,8,34,1
436,"trite , banal , cliched , mostly inoffensive . ",0,0,0.9995488524436951,0.00045116397086530924,1,9,47,1
437,"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch . ",1,1,0.9997723698616028,0.9997723698616028,1,28,166,0
438,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ",1,1,0.9995688796043396,0.9995688796043396,1,44,244,0
439,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,1,1,0.9998038411140442,0.9998038411140442,1,16,108,0
440,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,1,0.9958336353302002,0.9958336353302002,1,45,211,1
441,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ",0,0,0.988477885723114,0.011522142216563225,1,27,148,1
442,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,0,0.9986481070518494,0.0013519220519810915,1,21,131,1
443,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",1,1,0.9997865557670593,0.9997865557670593,1,20,109,0
444,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",0,0,0.9977230429649353,0.002276906743645668,1,35,179,1
445,"even in its most tedious scenes , russian ark is mesmerizing . ",1,1,0.9988914132118225,0.9988914132118225,1,12,63,0
446,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0,1,0.9909064769744873,0.9909064769744873,0,23,150,1
447,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",1,1,0.980101466178894,0.980101466178894,1,23,145,0
448,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,1,0.9830563068389893,0.9830563068389893,1,22,120,0
449,oh come on . ,0,0,0.5035595893859863,0.4964403808116913,1,4,13,0
450,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ",1,1,0.9997885823249817,0.9997885823249817,1,27,163,0
451,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,1,0.9997532963752747,0.9997532963752747,1,37,210,1
452,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ",0,0,0.9995025396347046,0.0004974179901182652,1,33,170,1
453,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ",1,1,0.9974900484085083,0.9974900484085083,1,33,161,0
454,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0,0,0.9892126321792603,0.010787376202642918,1,18,101,0
455,"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ",1,1,0.9997642636299133,0.9997642636299133,1,29,163,0
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,0,0.9988998174667358,0.0011001256061717868,1,22,141,0
457,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,1,0.9997844099998474,0.9997844099998474,1,19,110,0
458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ",1,1,0.9992796778678894,0.9992796778678894,1,30,183,0
459,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ",1,1,0.9996360540390015,0.9996360540390015,1,43,215,1
460,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",1,1,0.999716579914093,0.999716579914093,1,34,176,0
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,0,0.9977436065673828,0.0022563620004802942,1,20,90,0
462,"yes , dull . ",0,0,0.9994797110557556,0.0005203200853429735,1,4,13,0
463,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0,0,0.9991239905357361,0.000876074016559869,1,25,117,1
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,0,0.9746447801589966,0.025355229154229164,0,16,108,0
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,0,0.9987121820449829,0.0012878505513072014,1,26,148,1
466,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",1,1,0.9996090531349182,0.9996090531349182,1,27,135,1
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,1,0.99924635887146,0.99924635887146,1,34,183,0
468,the characters are interesting and often very creatively constructed from figure to backstory . ,1,1,0.9997374415397644,0.9997374415397644,1,14,96,0
469,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0,0,0.9994034767150879,0.0005965411546640098,1,14,88,0
470,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,1,1,0.9998058676719666,0.9998058676719666,1,12,79,0
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,0,0.9994341731071472,0.0005657486617565155,1,17,107,0
472,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,1,1,0.9977777600288391,0.9977777600288391,1,28,145,0
473,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,1,0.9997634291648865,0.9997634291648865,1,30,167,0
474,the problem with this film is that it lacks focus . ,0,0,0.9994118213653564,0.0005881940596736968,1,11,52,0
475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1,1,0.9998102784156799,0.9998102784156799,1,32,171,0
476,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0,0,0.9991341233253479,0.0008658985025249422,1,22,130,0
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,0,0.9451062679290771,0.05489381030201912,1,26,130,0
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,0,0,0.9729995727539062,0.0270004253834486,1,10,69,0
479,it 's a stunning lyrical work of considerable force and truth . ,1,1,0.9997946619987488,0.9997946619987488,1,12,64,0
480,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ",1,1,0.9996128678321838,0.9996128678321838,1,29,134,1
481,funny but perilously slight . ,1,1,0.8201665282249451,0.8201665282249451,1,5,30,1
482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,1,1,0.9996119141578674,0.9996119141578674,1,32,187,1
483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,1,0.9995941519737244,0.9995941519737244,1,33,169,1
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,1,0.999077558517456,0.999077558517456,1,21,128,1
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,1,0.999756395816803,0.999756395816803,1,17,104,0
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,0,0.9994664788246155,0.0005335738533176482,1,23,101,1
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,0,0.9986605644226074,0.0013394169509410858,1,18,83,0
488,"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",1,1,0.9996801614761353,0.9996801614761353,1,30,154,0
489,"it 's dumb , but more importantly , it 's just not scary . ",0,0,0.9990636706352234,0.0009363639401271939,1,14,59,1
490,detox is ultimately a pointless endeavor . ,0,0,0.9994214773178101,0.0005785335088148713,1,7,43,0
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,0,0.9986860156059265,0.0013140247901901603,1,30,164,1
492,an exquisitely crafted and acted tale . ,1,1,0.9998132586479187,0.9998132586479187,1,7,40,0
493,this is so bad . ,0,0,0.9995595812797546,0.0004404005012474954,1,5,17,0
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,1,0.8202346563339233,0.8202346563339233,0,29,145,1
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,1,0.9950337409973145,0.9950337409973145,1,19,115,0
496,"it 's about following your dreams , no matter what your parents think . ",1,1,0.8697354793548584,0.8697354793548584,1,14,72,1
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,0,0.9962523579597473,0.0037476830184459686,1,19,108,0
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,1,0.999747097492218,0.999747097492218,1,18,104,0
499,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,1,0.9989055395126343,0.9989055395126343,1,29,176,0
500,a sequel that 's much too big for its britches . ,0,0,0.9994788765907288,0.0005211787647567689,1,11,49,0
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,0,0.998001754283905,0.00199823547154665,0,22,107,1
502,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0,0,0.99964439868927,0.0003556106239557266,1,14,106,1
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,0,0.9985523819923401,0.0014475560747087002,1,15,82,1
504,"the film is powerful , accessible and funny . ",1,1,0.9998074173927307,0.9998074173927307,1,9,46,0
505,and that 's a big part of why we go to the movies . ,1,1,0.9988595247268677,0.9988595247268677,1,14,52,0
506,"crackerjack entertainment -- nonstop romance , music , suspense and action . ",1,1,0.9996916055679321,0.9996916055679321,1,12,77,1
507,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,1,0.999685525894165,0.999685525894165,1,14,73,1
508,"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ",1,1,0.9997918009757996,0.9997918009757996,1,23,125,1
509,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,1,1,0.894576370716095,0.894576370716095,1,22,127,1
510,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",1,1,0.9987195730209351,0.9987195730209351,1,21,128,1
511,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,1,1,0.9995189905166626,0.9995189905166626,1,22,126,0
512,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0,0,0.9988889098167419,0.0011111143976449966,1,25,124,0
513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,0,0.9931930899620056,0.006806892808526754,1,31,183,1
514,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,1,0.9996597766876221,0.9996597766876221,1,31,181,1
515,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0,0,0.9964333772659302,0.0035665566101670265,1,16,85,1
516,plays like a volatile and overlong w magazine fashion spread . ,0,0,0.9994932413101196,0.0005066815065219998,1,11,63,0
517,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1,1,0.9564014077186584,0.9564014077186584,1,21,130,1
518,michael gerbosi 's script is economically packed with telling scenes . ,1,1,0.999634861946106,0.999634861946106,1,11,71,1
519,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0,1,0.9995200634002686,0.9995200634002686,0,15,87,0
520,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,1,1,0.9932155609130859,0.9932155609130859,1,32,170,0
521,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,0,0.9988155364990234,0.0011844581458717585,1,20,109,0
522,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0,0,0.999288022518158,0.0007119775982573628,1,21,114,1
523,a romantic comedy enriched by a sharp eye for manners and mores . ,1,1,0.9997420907020569,0.9997420907020569,1,13,66,0
524,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,1,1,0.9989593029022217,0.9989593029022217,1,31,189,1
525,rare birds has more than enough charm to make it memorable . ,1,1,0.9998143315315247,0.9998143315315247,1,12,61,1
526,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,0,0.9978325963020325,0.0021674446761608124,1,17,88,0
527,it has all the excitement of eating oatmeal . ,0,1,0.8904278874397278,0.8904278874397278,0,9,46,0
528,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ",1,1,0.9991751313209534,0.9991751313209534,1,16,82,0
529,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,0,0.9979574680328369,0.002042539184913039,1,27,159,0
530,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,1,1,0.9998078942298889,0.9998078942298889,1,22,115,0
531,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0,0,0.9990929365158081,0.0009070824016816914,1,35,174,1
532,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,1,0.9993959665298462,0.9993959665298462,1,22,139,1
533,"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,1,0.9996685981750488,0.9996685981750488,1,25,118,0
534,i just loved every minute of this film . ,1,1,0.9996309280395508,0.9996309280395508,1,9,41,0
535,"a quiet , pure , elliptical film ",1,1,0.9997755885124207,0.9997755885124207,1,7,33,0
536,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0,0,0.9987932443618774,0.0012066770577803254,1,21,129,0
537,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",1,1,0.9997856020927429,0.9997856020927429,1,24,139,1
538,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ",0,0,0.9995927214622498,0.000407239276682958,1,22,103,1
539,do not see this film . ,0,0,0.9973410964012146,0.0026588873006403446,1,6,23,1
540,binoche makes it interesting trying to find out . ,1,1,0.9995976090431213,0.9995976090431213,1,9,50,1
541,the most compelling wiseman epic of recent years . ,1,1,0.9998131394386292,0.9998131394386292,1,9,51,0
542,there 's no emotional pulse to solaris . ,0,0,0.9891464710235596,0.010853562504053116,1,8,41,1
543,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",0,0,0.996295154094696,0.0037047809455543756,1,30,168,0
544,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,1,0.9992175102233887,0.9992175102233887,0,21,114,1
545,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ",0,0,0.9993529915809631,0.0006470219814218581,1,19,98,0
546,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1,0,0.9829087257385254,0.01709127053618431,0,30,169,1
547,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",0,0,0.9948440790176392,0.00515588466078043,1,28,140,0
548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,0,0.9905780553817749,0.009421993046998978,1,22,100,1
549,a coarse and stupid gross-out . ,0,0,0.9996539354324341,0.00034603741369210184,1,6,32,0
550,... nothing scary here except for some awful acting and lame special effects . ,0,0,0.9992960691452026,0.0007038542535156012,1,14,79,1
551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,0,0.9894114136695862,0.010588577948510647,1,23,122,1
552,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,0,0,0.9992363452911377,0.0007636455120518804,1,21,126,1
553,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ",1,1,0.9996305704116821,0.9996305704116821,1,22,98,1
554,it treats women like idiots . ,0,0,0.9985699653625488,0.0014299923786893487,1,6,30,0
555,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0,0,0.9989503026008606,0.0010497806360945106,1,31,173,0
556,but it 's too long and too convoluted and it ends in a muddle . ,0,0,0.9996187686920166,0.00038125121500343084,1,15,64,1
557,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,1,0.9998063445091248,0.9998063445091248,1,26,158,0
558,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ",1,1,0.9982786178588867,0.9982786178588867,1,29,179,1
559,"if the first men in black was money , the second is small change . ",0,0,0.9870577454566956,0.012942269444465637,1,15,67,0
560,do n't be fooled by the impressive cast list - eye see you is pure junk . ,0,0,0.970219612121582,0.029780415818095207,1,17,74,1
561,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1,0,0.9022592306137085,0.09774075448513031,0,32,176,1
562,scorsese does n't give us a character worth giving a damn about . ,0,0,0.9985218644142151,0.0014781322097405791,1,13,66,1
563,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ",1,1,0.9997451901435852,0.9997451901435852,1,17,91,1
564,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,0,0,0.9974859952926636,0.002513987710699439,1,16,93,1
565,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,1,1,0.9997817873954773,0.9997817873954773,1,17,111,0
566,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,0,0,0.998623251914978,0.001376708853058517,1,17,90,1
567,"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",1,1,0.9997112154960632,0.9997112154960632,1,20,122,1
568,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,0,0.9975414276123047,0.0024586343206465244,1,36,184,1
569,"one of those energetic surprises , an original that pleases almost everyone who sees it . ",1,1,0.9997856020927429,0.9997856020927429,1,16,90,0
570,"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ",1,1,0.999531626701355,0.999531626701355,1,26,138,0
571,"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ",0,0,0.8956838846206665,0.10431608557701111,1,32,163,1
572,the film 's tone and pacing are off almost from the get-go . ,0,0,0.9985550045967102,0.0014450021553784609,1,13,61,0
573,lovely and poignant . ,1,1,0.9998140931129456,0.9998140931129456,1,4,22,0
574,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",0,0,0.9992257356643677,0.0007742509478703141,1,15,78,0
575,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",0,0,0.972849428653717,0.02715057134628296,1,34,172,1
576,"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ",0,0,0.9993846416473389,0.0006152883288450539,1,22,113,0
577,"though only 60 minutes long , the film is packed with information and impressions . ",1,1,0.9995330572128296,0.9995330572128296,1,15,84,0
578,just not campy enough ,0,0,0.9983963370323181,0.0016036081360653043,1,4,22,1
579,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0,1,0.9531891942024231,0.9531891942024231,0,18,110,0
580,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0,1,0.8583427667617798,0.8583427667617798,0,27,132,1
581,"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0,0,0.9995301961898804,0.00046981856576167047,1,24,111,1
582,"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",0,0,0.9842497706413269,0.015750279650092125,1,41,228,0
583,it 's just filler . ,0,0,0.9987345337867737,0.001265531056560576,1,5,20,0
584,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,0,0.9991534948348999,0.0008464938728138804,1,21,128,0
585,"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ",0,0,0.9992600083351135,0.0007399708847515285,1,18,107,0
586,"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ",0,0,0.9992209672927856,0.0007790749659761786,1,23,110,1
587,director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,0,0,0.999422550201416,0.0005774799501523376,1,17,93,0
588,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ",1,1,0.9992204904556274,0.9992204904556274,1,30,130,1
589,if your taste runs to ` difficult ' films you absolutely ca n't miss it . ,1,1,0.9992254972457886,0.9992254972457886,1,16,74,1
590,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ",0,0,0.9994986057281494,0.0005013718036934733,1,25,137,0
591,i got a headache watching this meaningless downer . ,0,0,0.9994180202484131,0.0005820323131047189,1,9,52,0
592,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0,0,0.9994995594024658,0.0005004112026654184,1,23,137,1
593,the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . ,1,1,0.9997506737709045,0.9997506737709045,1,18,121,1
594,"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . ",1,1,0.9997926354408264,0.9997926354408264,1,30,189,0
595,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ",0,0,0.9961865544319153,0.003813443472608924,1,26,136,1
596,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,0,0.9881135821342468,0.011886407621204853,1,18,101,1
597,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0,0,0.9937379360198975,0.006262084469199181,1,26,167,1
598,"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ",0,0,0.9995717406272888,0.0004282680165488273,1,20,104,1
599,big fat waste of time . ,0,0,0.9990279674530029,0.0009719940717332065,1,6,24,0
600,"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0,0,0.993432879447937,0.006567132659256458,1,21,130,0
601,fancy a real downer ? ,0,0,0.9728536605834961,0.027146296575665474,1,5,22,0
602,"instead , he shows them the respect they are due . ",1,1,0.978011965751648,0.978011965751648,1,11,51,0
603,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ",1,1,0.9998019337654114,0.9998019337654114,1,17,117,0
604,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,0,0,0.6456830501556396,0.3543170094490051,1,22,115,0
605,puts a human face on a land most westerners are unfamiliar with . ,1,1,0.9995474219322205,0.9995474219322205,1,13,66,0
606,makes for a pretty unpleasant viewing experience . ,0,0,0.9993472695350647,0.000652722897939384,1,8,51,0
607,ahhhh ... revenge is sweet ! ,1,1,0.9935941100120544,0.9935941100120544,1,6,29,0
608,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . ",1,1,0.9977346658706665,0.9977346658706665,1,24,134,1
609,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ",1,1,0.9993879795074463,0.9993879795074463,1,32,167,1
610,like you could n't smell this turkey rotting from miles away . ,0,0,0.9950336217880249,0.004966376349329948,1,12,63,1
